ID,Title,"Report Year",Status,"Year Adopted","Date of Last Event",Level,State,County,County,Municipality,Type,Content,Citations
3355,"San Miguel County",2025,"In effect",2023,2024,Local,CO,"San Miguel County",08113,,Solar,"In May 2023, the San Miguel County Board of Commissioners enacted a 6-month moratorium on applications for commercial energy projects (including solar projects), which was scheduled to expire in November 2024 after being extended twice. In September 2024, the Board unanimously adopted new zoning regulations on solar projects, ending the moratorium. The zoning regulations prioritize the siting of solar projects in areas that are already impacted by development. Large-scale solar projects of 30 acres or more are only permitted in certain districts and are not permitted in the Wright’s Mesa Light Industrial and Wright’s Mesa Rural Agricultural districts. Structures on solar farms are also required to be set back at least 200 feet from property lines.","San Miguel County Land Use Code: 6-201(D) and 6-204(C)(II), San Miguel County, Colo., Resolution 2024-40 (Sept. 18, 2024), https://www.sanmiguelcountyco.gov/DocumentCenter/View/11891/San-Miguel-County-SOLAR-REGS-APPROVED-PDF?bidId=; Elise Schmelzer, Colorado counties’ halts on large solar energy projects are slowing progress towards state’s climate goals, The Denver Post, May 26, 2024, https://www.denverpost.com/2024/05/26/colorado-solar-energy-projects-climate-goals-local-opposition-norwood-agriculture/; Ashley Bunton, New Solar Regs Approved in San Miguel County, Telluride Daily Planet, Sept. 19, 2024, https://www.telluridenews.com/news/article_0f0bdc00-76dd-11ef-8338-73d0f0e7919f.html."
3356,"Sand Beach Township (Huron County)",2025,"In effect",2016,2016,Local,MI,"Huron County",26063,"Sand Beach Township",Wind,"In October 2016, Sand Beach Township adopted an ordinance that limits noise from turbines to 40 dBa during the day and 35 dBa at night for residents on participating properties, and 35 dBa during the day and 30 dBa at night for residents on non-participating properties. A spokesperson for NextEra energy said that these limitations would “essentially prohibit wind turbines in the township,” though Sand Beach officials disagreed.","Brenda Battel, Sand Beach official: New sound ordinance doesn’t block turbines, Michigan’s Thumb, Oct. 18, 2016, https://www.michigansthumb.com/news/article/Sand-Beach-official-New-sound-ordinance-doesn-t-9978471.php; Brenda Battel, Sand Beach wind energy ordinance too quiet for developer, Michigan’s Thumb, Sept. 24, 2016, https://www.michigansthumb.com/news/article/Sand-Beach-wind-energy-ordinance-too-quiet-for-9242599.php; Brenda Battel, County planners have no comment on Sand Beach noise limits, My San Antonio, Oct. 8, 2016, https://www.mysanantonio.com/news/article/County-planners-have-no-comment-on-Sand-Beach-9947293.php."
3357,"Sands Township (Marquette County)",2025,"In effect",2022,2022,Local,MI,"Marquette County",26103,"Sands Township",Wind,"Sands Township disallows wind turbines in any zoning district—including agriculture and commercial districts—except for “Open Space” districts. Wind turbines for large wind energy systems must be set back at least 1,000 feet from non-participating properties, cannot exceed 500 feet in height, and must remain below 40 dBa in noise. The owners of large wind energy systems “must take such reasonable steps as are necessary to prevent, mitigate, and eliminate Shadow Flicker” on occupied structures on nonparticipating property. Solar farms larger than 5 acres are not allowed in agriculture zoning districts.","Sands Township, Michigan, Zoning Ordinance (last amended Nov. 15, 2022), https://www.sandstownship.org/wp-content/uploads/2022/11/Zoning-Ordinance-Updated-November-2022.pdf."
3358,"Sanilac Township (Sanilac County)",2025,"In effect",2019,2019,Local,MI,"Sanilac County",26151,"Sanilac Township",Wind,"The Sanilac Township wind ordinance, with changes adopted in June 13, 2019, establishes an exclusion zone on wind facilities east of Ridge Road. It further prohibits shadow flicker on any neighboring property, limits noise to 5 dBA higher than ambient noise, and requires a setback from property lines of at least 1,320 feet or 4 times total height, whichever is greater.","Sanilac Township, Mich., Wind Ordinance § 6.50(e), (g)(1), (g)(4), (g)(9) (June 13, 2019), https://sanilactownship.org/wp-content/uploads/2019/06/Wind-50-51-Final-copy-with-changes-adopted-June-13-2019.pdf."
3359,"Santa Clara County",2025,"In effect",2010,2010,Local,CA,"Santa Clara County",06085,,Solar,"In 2010, Santa Clara County adopted an ordinance that prohibits solar farms from land designated as “Agriculture—Large scale”; the ordinance also prohibits solar farms from land designated as “Agriculture—Medium scale,” unless the land is deemed to be of “marginal quality for agricultural purposes.”","Santa Clara County, Cal., Code of Ordinances § 4.10.345(A), https://library.municode.com/ca/santa_clara_county/codes/code_of_ordinances?nodeId=TITCCODELAUS_APXIZO_ART4SUSTRE_CH4.10SUUSRE_S4.10.345SOENCOSYOM."
3360,"Savanah Township (Butler County)",2025,"In effect",2015,2015,Local,NE,"Butler County",31023,"Savanah Township",Wind,"In September 2015, Savannah Township implemented regulations requiring that wind turbines be set back 1,640 feet from public roads and non-participating private property lines. The regulations were drafted by a group called Bohemian Alps Wind Watchers and implemented around the same time by five other townships in Butler County. On October 5, 2015, Butler County sent a letter to the townships challenging their authority to implement such regulations and requesting that they void the regulations. Several townships responded by stating that they would not void the regulations, but Savannah was not among them.","Larry Peirce, Regulating wind turbines now a township issue, Journal Star, September 12, 2015, https://journalstar.com/news/state-and-regional/nebraska/regulating-wind-turbines-now-a-township-issue/article_3c4d3317-c7d6-54f6-bc34-c3b5560f70d4.html; Larry Peirce, Townships line up against wind development, Columbus Telegram, Sept. 23, 2015, https://columbustelegram.com/community/banner-press/news/townships-line-up-against-wind-development/article_8be33e8e-4ecd-5d6b-9049-ab7449f18244.html; Larry Peirce, Opinions differ on legality of Butler County townships’ wind turbine regulations, Journal Star, September 26, 2015, https://journalstar.com/news/state-and-regional/nebraska/opinions-differ-on-legality-of-butler-county-townships-wind-turbine-regulations/article_2c0c6b6b-7310-59fb-99b5-6aef2d0fabaf.html; Larry Peirce, Butler County tells townships to void wind turbine regulations, Journal Star, October 7, 2015, https://journalstar.com/news/state-and-regional/nebraska/butler-county-tells-townships-to-void-wind-turbine-regulations/article_af1470a4-810b-55d8-bf52-aa07275e01f1.html; Larry Peirce, Townships: Regulations to limit wind turbine development won’t be voided, Columbus Telegram, January 7, 2016, https://columbustelegram.com/community/banner-press/news/townships-regulations-to-limit-wind-turbine-development-won-t-be-voided/article_69c7f567-46dc-5423-8ff2-f33fd01e1673.html."
3361,"Scotts Bluff County",2025,Expired,2024,2024,Local,NE,"Scotts Bluff County",31157,,Solar|Wind,"In January 2024, Scotts Bluff County passed a 6-month moratorium on new conditional use permits for renewable energy projects.","R. Murphy, Scotts Bluff Co. Board approves six-month moratorium on new conditional use permits for renewable energy, KNEB, Jan. 17, 2024, https://ruralradio.com/kneb-am/news/scotts-bluff-co-board-approves-six-month-moratorium-on-new-conditional-use-permits-for-renewable-energy/."
3362,"Sedgwick County",2025,"In effect",2023,2024,Local,KS,"Sedgwick County",20173,,Solar|Wind,"Wind energy conversion systems are “prohibited within the unincorporated portion of Sedgwick County and the City of Wichita.” In September 2023, Sedgwick Country enacted a 6-month moratorium on solar applications as it considered new solar regulations. In March 2024, the Sedgwick County Commission extended the September 2023 moratorium on new commercial solar farms until September 2024. In August 2024, the county adopted new regulations, officially ending the moratorium. The new regulations prohibit solar projects from exceeding 1,500 acres in area; prohibit solar projects from being located in or on more than 6 contiguous sections of land; and require new solar projects be set back at least 2 miles from the nearest solar project.","Wichita-Sedgwick County, Kan., Unified Zoning Code § 3(D)(6)(pp), https://library.municode.com/ks/wichita-sedgwick_county_unified/codes/unified_zoning_code?nodeId=ARTIIIZODIST_DUSRE (last visited May 24, 2023); Matthew Kelly, Commercial solar projects in Sedgwick County? Residents weigh in at town hall meeting, Wichita Eagle, Nov. 17, 2023, https://www.aol.com/news/commercial-solar-projects-sedgwick-county-115500741.html; Sedgwick County passes six-month ban on new commercial-scale solar projects, KMUW, Sept. 14, 2023, https://www.kmuw.org/2023-09-14/sedgwick-county-ban-new-commercial-scale-solar-projects; Celia Hack, Temporary ban on new commercial solar in Sedgwick County extended, KMUW, March 6, 2024, https://www.kmuw.org/2024-03-06/temporary-ban-on-solar-sedgwick-county-extended; Solar Energy Conversion Systems, City of Wichita, https://www.wichita.gov/590/Solar-Energy-Conversion-Systems (last visited Oct. 29, 2024); Sedgwick County, Kansas Article III-D.6 Draft (Aug. 2, 2024), https://imaging.sedgwickcounty.org/OnBaseAgendaOnline/documents/downloadfilebytes/03_UZC_Alternative_Proposed_Changes_8.2.24.pdf.pdf.pdf?documentType=1&meetingId=1241&itemId=38502&publishId=18360&isSection=False&isAttachment=True; Matthew Kelly, Sedgwick County Commission approves restrictive new solar farm zoning package, Wichita Eagle, Aug. 2024, https://www.msn.com/en-us/money/companies/sedgwick-county-commission-approves-restrictive-new-solar-farm-zoning-package/ar-AA1oO4P7."
3363,"Seneca County",2025,"In effect",2021,2021,Local,OH,"Seneca County",39147,,Solar|Wind,"On November 23, 2021, the Seneca County Board of Commissioners approved a resolution pursuant to S.B. 52 prohibiting wind and solar projects generating at least 50 MW from all unincorporated areas.","Commissioners approve resolution restricting future wind, solar energy projects in Seneca County, TiffinOhio.Net, Nov, 24 2021, https://go.tiffinohio.net/2021/11/commissioners-approve-resolution-restricting-future-wind-solar-energy-projects-in-seneca-county"
3364,"Shawnee County",2025,"In effect",2024,2024,Local,KS,"Shawnee County",20177,,Solar|Wind,"In June 2024, the Shawnee County Commission voted to ban community- and commercial-scale wind energy conversion systems in the county and unanimously approved a 1-year moratorium for solar energy conversion systems.","Keishera Lately, Shawnee County Commission bans wind projects and places 1-year moratorium on solar ones, TOPEKA CAPITAL JOURNAL, June 13, 2024, https://www.cjonline.com/story/news/local/2024/06/13/shawnee-county-commission-oks-one-year-solar-moratorium-and-wind-ban/74085301007/#."
3365,"Shelby County",2025,Expired,2023,2023,Local,TN,"Shelby County",47157,,Solar,"In September 2023, the Shelby County Commission approved a 180-day moratorium on commercial solar farm developments in the Conservation Agricultural zoning district of the county.","Brooke Muckerman, Shelby County Commission: solar farm moratorium approved, SCSO changes discussed, MEMPHIS COMMERCIAL APPEAL, Sep. 11, 2023, https://www.commercialappeal.com/story/news/government/county/2023/09/11/shelby-county-commission-gets-new-chairwoman-moratorium-on-solar-farms-approved/70775172007; Shelby County, Tennessee, Resolution Establishing a 180-Day Moratorium on New Commercial Solar Farms, https://shelbycountytn.gov/DocumentCenter/View/41227/SOLAR_FARM_MORATORIUMDOC#:~:text=COMMISSIONERS%2C%20That%20this%20Board%20of,districts%20of%20unincorporated%20Shelby%20County."
3366,"Shenandoah County",2025,"In effect",2023,2023,Local,VA,"Shenandoah County",51171,,Solar,"On April 25, 2023, the Shenandoah County Board of Supervisors amended the county solar ordinance to require 100% vegetative coverage around the perimeter of a facility and to limit the size of facilities to 50 acres for every mile of buffer.","Alex Bridges, Shenandoah County board OKs new solar farm rules, The Northern Virginia Daily, Apr. 26, 2023, https://www.nvdaily.com/nvdaily/shenandoah-county-board-oks-new-solar-farm-rules/article_916f0142-729b-5e3d-aa6f-ba622c07aa6c.html."
3367,"Sherwood Township (Branch County)",2025,"In effect",2019,2020,Local,MI,"Branch County",26023,"Sherwood Township",Wind,"In December 2019, the Sherwood Township Board voted to adopt a restrictive wind ordinance (later approved by voters in August 2020) that limits turbine height to 330 feet (approximately half the height of the tallest onshore turbines) and imposes a setback from property lines equal to 500% of tower height and additional setbacks of 0.5 miles from water, 1 mile from the Village of Sherwood, and 2 miles from environmentally sensitive areas. As with Batavia Township and Matteson Township, the restrictions were promoted aggressively on Facebook by a group called Concerned Citizens of Branch County in response to efforts by DTE Energy to develop a wind farm in the area, which was ultimately put on hold in August 2020.","Ken Delaney, Group Wins Victory in Slowing Down Turbines, WTVB, Dec. 6, 2019, https://wtvbam.com/2019/12/06/group-wins-victory-in-slowing-down-turbines/964242/; Don Reid, DTE Puts Branch Wind Farm on Hold, The Daily Reporter, Aug. 6, 2020, https://www.thedailyreporter.com/story/business/energy-resource/2020/08/06/dte-puts-branch-wind-farm-on-hold/114413196."
